Route_name,Route_link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seats_available
Kolkata to Malda,https://www.redbus.in/bus-tickets/kolkata-to-malda,Shyamoli Paribahan Pvt Ltd,Volvo Multi-Axle A/C seater/sleeper (2+1),18:30,08h 50m,03:20,4.2,INR 1200,29 Seats available
Kolkata to Malda,https://www.redbus.in/bus-tickets/kolkata-to-malda,Express Line,Volvo 9600 A/C Seater/Sleeper (2+1),19:30,08h 30m,04:00,3.9,799,47 Seats available
Kolkata to Malda,https://www.redbus.in/bus-tickets/kolkata-to-malda,Poulami Paribahan,Volvo Multi-Axle A/C seater/sleeper (2+1),19:00,08h 00m,03:00,3.8,INR 700,45 Seats available
Kolkata to Malda,https://www.redbus.in/bus-tickets/kolkata-to-malda,Modern Travels,Bharat Benz A/C Seater /Sleeper (2+1),18:30,08h 00m,02:30,3.5,INR 850,40 Seats available
Kolkata to Malda,https://www.redbus.in/bus-tickets/kolkata-to-malda,New Dolphin Travels,NON A/C Seater / Sleeper (2+2),17:30,10h 30m,04:00,3.6,INR 450,22 Seats available
Kolkata to Malda,https://www.redbus.in/bus-tickets/kolkata-to-malda,Lokenath (Maa Tara),NON A/C Seater / Sleeper (2+2),21:30,08h 40m,06:10,2.3,INR 350,61 Seats available
Kolkata to Malda,https://www.redbus.in/bus-tickets/kolkata-to-malda,Padmanabha Paribahan,A/C Seater / Sleeper (2+2),20:00,07h 30m,03:30,2.2,463,58 Seats available
Kolkata to Malda,https://www.redbus.in/bus-tickets/kolkata-to-malda,Joy chandi bus service,NON A/C Seater / Sleeper (2+2),13:35,07h 25m,21:00,2.1,INR 600,68 Seats available
Kolkata to Malda,https://www.redbus.in/bus-tickets/kolkata-to-malda,Renuka Travels,NON A/C Seater / Sleeper (2+2),20:30,08h 45m,05:15,1.9,INR 370,60 Seats available
Kolkata to Malda,https://www.redbus.in/bus-tickets/kolkata-to-malda,Wasim Travels,NON A/C Seater / Sleeper (2+2),22:30,09h 00m,07:30,1.5,INR 455,12 Seats available
Kolkata to Malda,https://www.redbus.in/bus-tickets/kolkata-to-malda,Prarthana Bus Service,A/C Seater / Sleeper (2+1),18:00,08h 30m,02:30,2.6,INR 600,45 Seats available
Kolkata to Malda,https://www.redbus.in/bus-tickets/kolkata-to-malda,Swarnali Paribahan,NON A/C Seater Push Back (2+2),19:30,10h 00m,05:30,2.1,INR 320,26 Seats available
Kolkata to Malda,https://www.redbus.in/bus-tickets/kolkata-to-malda,Maa Durga Bus Service,NON AC Seater / Sleeper 2+1,19:00,10h 30m,05:30,2.3,INR 600,49 Seats available
Kolkata to Malda,https://www.redbus.in/bus-tickets/kolkata-to-malda,Sonar Tori,A/C Seater / Sleeper (2+2),19:45,09h 00m,04:45,1.7,490,40 Seats available
Kolkata to Malda,https://www.redbus.in/bus-tickets/kolkata-to-malda,Lokenath (Maa Tara),NON A/C Seater / Sleeper (2+2),15:45,10h 00m,01:45,2.3,INR 350,12 Seats available
Kolkata to Malda,https://www.redbus.in/bus-tickets/kolkata-to-malda,Royal Cruiser,Scania Multi-Axle AC Semi Sleeper (2+2),18:30,08h 05m,02:35,2.1,1166,48 Seats available
Kolkata to Malda,https://www.redbus.in/bus-tickets/kolkata-to-malda,Wasim Travels,NON A/C Seater / Sleeper (2+2),22:00,09h 00m,07:00,2.4,INR 455,12 Seats available
Kolkata to Malda,https://www.redbus.in/bus-tickets/kolkata-to-malda,Maulik Paribahan,A/C Seater / Sleeper (2+2),18:30,08h 50m,03:20,,INR 899,50 Seats available
